bigg_reaction_id	bigg_reaction_name	bigg_reaction_string
PLDAGAT_PALM_PALM_LNA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:0/18:2(9Z,12Z))	12dgr160_c + pe182_9_12_c <-> 1agpe182_c + tag160160182n6_c
PLDAGAT_PALM_PALM_LNA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:0/18:2(9Z,12Z))	12dgr160_c + pe1819Z182n6_c <-> 1agpe181_c + tag160160182n6_c
PLDAGAT_PALM_PALM_LNA_PE_15_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:0/18:2(9Z,12Z))	12dgr160_c + pe205n3182n6_c <-> 1agpe205_c + tag160160182n6_c
PLDAGAT_PALM_PALM_LNA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:0/18:2(9Z,12Z))	12dgr160_c + pe226n3182n6_c <-> 1agpe226_c + tag160160182n6_c
PLDAGAT_LNA_EPA_ARA_PC_1_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pc140204n6_c <-> 1agpc140_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PC_2_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pc160204n6_c <-> 1agpc160_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PC_8_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pc226n3204n6_c <-> 1agpc226_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PE_10_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pe160204n6_c <-> 1agpe160_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PE_11_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pe1619Z204n6_c <-> 1agpe161_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_ARA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr182n6205n3_c + pe226n3204n6_c <-> 1agpe226_c + tag182n6205n3204n6_c
PLDAGAT_LNA_EPA_LNA_PC_2_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pc160182n6_c <-> 1agpc160_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PC_3_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pc1619Z182n6_c <-> 1agpc161_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pc205n3182n6_c <-> 1agpc205_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe140182n6_c <-> 1agpe140_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_10_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe160182n6_c <-> 1agpe160_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe180182n6_c <-> 1agpe180_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe182_9_12_c <-> 1agpe182_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe1819Z182n6_c <-> 1agpe181_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_LNA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr182n6205n3_c + pe226n3182n6_c <-> 1agpe226_c + tag182n6205n3182n6_c
PLDAGAT_LNA_EPA_GLNA_PC_1_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pc140183n6_c <-> 1agpc140_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_2_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pc160183n6_c <-> 1agpc160_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_3_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pc1619Z183n6_c <-> 1agpc161_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pc205n3183n6_c <-> 1agpc205_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pe140183n6_c <-> 1agpe140_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pe182n6183n6_c <-> 1agpe182_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pe1819Z183n6_c <-> 1agpe181_c + tag182n6205n3183n6_c
PLDAGAT_LNA_EPA_GLNA_PE_15_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr182n6205n3_c + pe205n3183n6_c <-> 1agpe205_c + tag182n6205n3183n6_c
PLDAGAT_MYRS_MYRS_HDE_PC_1_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pc1401619Z_c <-> 1agpc140_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PC_4_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pc1801619Z_c <-> 1agpc180_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_9_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pe1401619Z_c <-> 1agpe140_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_10_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pe1601619Z_c <-> 1agpe160_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_12_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pe1801619Z_c <-> 1agpe180_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_15_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pe226n31619Z_c <-> 1agpe226_c + tag1401401619Z_c
PLDAGAT_MYRS_MYRS_HDE_PE_16_c	Phospholipid: diacylglycerol acyltransferase (14:0/14:0/16:1(9Z))	12dgr140_c + pe182n61619Z_c <-> 1agpe182_c + tag1401401619Z_c
PLDAGAT_PALM_MYRS_PALM_PC_2_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pc160_c <-> 1agpc160_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PC_4_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pc180160_c <-> 1agpc180_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PC_7_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pc226n3160_c <-> 1agpc226_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PE_10_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pe160_c <-> 1agpe160_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PE_11_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pe1619Z160_c <-> 1agpe161_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PE_13_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pe1819Z160_c <-> 1agpe181_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PE_14_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pe205n3160_c <-> 1agpe205_c + tag160140160_c
PLDAGAT_PALM_MYRS_PALM_PE_15_c	Phospholipid: diacylglycerol acyltransferase (16:0/14:0/16:0)	12dgr160140_c + pe226n3160_c <-> 1agpe226_c + tag160140160_c
PLDAGAT_DHA_EPA_ARA_PC_4_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pc180204n6_c <-> 1agpc180_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pc205n3204n6_c <-> 1agpc205_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_10_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pe160204n6_c <-> 1agpe160_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pe180204n6_c <-> 1agpe180_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pe182n6204n6_c <-> 1agpe182_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_ARA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))	12dgr226n3205n3_c + pe1819Z204n6_c <-> 1agpe181_c + tag226n3205n3204n6_c
PLDAGAT_DHA_EPA_DHA_PC_1_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pc140226n3_c <-> 1agpc140_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PC_2_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pc160226n3_c <-> 1agpc160_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PC_3_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pc1619Z226n3_c <-> 1agpc161_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pe140226n3_c <-> 1agpe140_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PE_10_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pe160226n3_c <-> 1agpe160_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pe180226n3_c <-> 1agpe180_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PE_15_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pe226n3_c <-> 1agpe226_c + tag226n3205n3226n3_c
PLDAGAT_DHA_EPA_DHA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr226n3205n3_c + pe182n6226n3_c <-> 1agpe182_c + tag226n3205n3226n3_c
PLDAGAT_MYRS_EPA_GLNA_PC_1_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pc140183n6_c <-> 1agpc140_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_2_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pc160183n6_c <-> 1agpc160_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_4_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pc180183n6_c <-> 1agpc180_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_5_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pc182n6183n6_c <-> 1agpc182_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pc205n3183n6_c <-> 1agpc205_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe140183n6_c <-> 1agpe140_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_11_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe1619Z183n6_c <-> 1agpe161_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe180183n6_c <-> 1agpe180_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe1819Z183n6_c <-> 1agpe181_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_15_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe205n3183n6_c <-> 1agpe205_c + tag140205n3183n6_c
PLDAGAT_MYRS_EPA_GLNA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	12dgr140205n3_c + pe226n3183n6_c <-> 1agpe226_c + tag140205n3183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_3_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pc1619Z183n6_c <-> 1agpc161_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_5_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pc182n6183n6_c <-> 1agpc182_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PC_6_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pc1819Z183n6_c <-> 1agpc181_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pe140183n6_c <-> 1agpe140_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pe180183n6_c <-> 1agpe180_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pe182n6183n6_c <-> 1agpe182_c + tag1601619Z183n6_c
PLDAGAT_PALM_HDE_GLNA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))	12dgr1601619Z_c + pe226n3183n6_c <-> 1agpe226_c + tag1601619Z183n6_c
PLDAGAT_LNA_PALM_HDE_PC_3_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pc161_c <-> 1agpc161_c + tag182n61601619Z_c
PLDAGAT_LNA_PALM_HDE_PC_4_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pc1801619Z_c <-> 1agpc180_c + tag182n61601619Z_c
PLDAGAT_LNA_PALM_HDE_PC_5_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pc1819Z1619Z_c <-> 1agpc181_c + tag182n61601619Z_c
PLDAGAT_LNA_PALM_HDE_PC_8_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pc182n61619Z_c <-> 1agpc182_c + tag182n61601619Z_c
PLDAGAT_LNA_PALM_HDE_PE_10_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pe1601619Z_c <-> 1agpe160_c + tag182n61601619Z_c
PLDAGAT_LNA_PALM_HDE_PE_16_c	Phospholipid: diacylglycerol acyltransferase (18:2(9Z,12Z)/16:0/16:1(9Z))	12dgr182n6160_c + pe182n61619Z_c <-> 1agpe182_c + tag182n61601619Z_c
PLDAGAT_MYRS_EPA_DHA_PC_3_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pc1619Z226n3_c <-> 1agpc161_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_5_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pc1819Z226n3_c <-> 1agpc181_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_6_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pc205n3226n3_c <-> 1agpc205_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pc226n3_c <-> 1agpc226_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_9_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pe140226n3_c <-> 1agpe140_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_10_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pe160226n3_c <-> 1agpe160_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pe1819Z226n3_c <-> 1agpe181_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_DHA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr140205n3_c + pe182n6226n3_c <-> 1agpe182_c + tag140205n3226n3_c
PLDAGAT_MYRS_EPA_LNA_PC_4_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pc180182n6_c <-> 1agpc180_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_5_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pc182_9_12_c <-> 1agpc182_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pc205n3182n6_c <-> 1agpc205_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_11_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pe1619Z182n6_c <-> 1agpe161_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pe180182n6_c <-> 1agpe180_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_13_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pe182_9_12_c <-> 1agpe182_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_14_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pe1819Z182n6_c <-> 1agpe181_c + tag140205n3182n6_c
PLDAGAT_MYRS_EPA_LNA_PE_16_c	Phospholipid: diacylglycerol acyltransferase (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))	12dgr140205n3_c + pe226n3182n6_c <-> 1agpe226_c + tag140205n3182n6_c
PLDAGAT_OLE_EPA_DHA_PC_4_c	Phospholipid: diacylglycerol acyltransferase (18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr1819Z205n3_c + pc180226n3_c <-> 1agpc180_c + tag1819Z205n3226n3_c
PLDAGAT_OLE_EPA_DHA_PC_7_c	Phospholipid: diacylglycerol acyltransferase (18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr1819Z205n3_c + pc226n3_c <-> 1agpc226_c + tag1819Z205n3226n3_c
PLDAGAT_OLE_EPA_DHA_PE_12_c	Phospholipid: diacylglycerol acyltransferase (18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	12dgr1819Z205n3_c + pe180226n3_c <-> 1agpe180_c + tag1819Z205n3226n3_c
