KO_ID	KO_NAME	ALL_KO_NAMES
K22605	baiA	baiA|3alpha-hydroxycholanate dehydrogenase (NADP+) [EC:1.1.1.392]|
K22606	E1.1.1.391	E1.1.1.391|3beta-hydroxycholanate 3-dehydrogenase (NAD+) [EC:1.1.1.391]|
K22607	E1.1.1.393	E1.1.1.393|3beta-hydroxycholanate 3-dehydrogenase (NADP+) [EC:1.1.1.393]|
K22608	PTHLH, PTHRP	PTHLH, PTHRP|parathyroid hormone-related hormone|
K22609	BGLAP	BGLAP|osteocalcin|
K22610	RSBN1, KDM9	RSBN1, KDM9|lysine-specific demethylase 9 [EC:1.14.11.-]|
K22611	SART3, TIP110	SART3, TIP110|squamous cell carcinoma antigen recognized by T-cells 3|
K22612	vVEGFA	vVEGFA|Poxvirus vascular endothelial growth factor A homolog|
K22613	vCX3C	vCX3C|RSV chemokine CX3C homolog|
K22614	NLRC3, NOD3	NLRC3, NOD3|NLR family CARD domain-containing protein 3|
K22615	NLRC5, NOD4	NLRC5, NOD4|NLR family CARD domain containing 5|
K22616	olsC	olsC|ornithine lipid ester-linked acyl 2-hydroxylase [EC:1.14.11.58]|
K22617	olsA	olsA|lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]|
K22618	olsE	olsE|ornithine lipid hydroxylase|
K22619	Aequorin	Aequorin|calcium-regulated photoprotein [EC:1.13.12.24]|
K22620	CYP716A141	CYP716A141|beta-amyrin 16beta-monooxygenase [EC:1.14.14.63]|
K22621	CYP716E26	CYP716E26|beta-amyrin 6beta-monooxygenase [EC:1.14.14.64]|
K22622	soxD	soxD|S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]|
K22623	vIL17	vIL17|Herpesvirus interleukin 17|
K22624	vCCL27	vCCL27|MOCV1 CC chemokine receptor antagonist|
K22625	vIL8	vIL8|Marek's disease virus interleukin 8 homolog|
K22626	NLRP5	NLRP5|NACHT, LRR and PYD domains-containing protein 5|
K22627	CXCL17	CXCL17|C-X-C motif chemokine 17|
K22628	IL16	IL16|interleukin 16|
K22629	IL27	IL27|interleukin 27|
K22630	IL31RA	IL31RA|interleukin 31 receptor subunit alpha|
K22631	IL31	IL31|interleukin 31|
K22632	IL32	IL32|interleukin 32|
K22633	IL34	IL34|interleukin 34|
K22634	CYP71BE52	CYP71BE52|salviol synthase [EC:1.14.14.62]|
K22635	CYP76AH3	CYP76AH3|ferruginol monooxygenase / sugiol synthase [EC:1.14.14.60 1.14.14.65]|
K22636	CYP76AH24	CYP76AH24|ferruginol synthase / ferruginol monooxygenase [EC:1.14.13.190 1.14.14.60]|
K22637	CYP76AK1	CYP76AK1|11-hydroxysugiol 20-monooxygenase [EC:1.14.14.67]|
K22638	CYP76AK6	CYP76AK6|carnosic acid synthase [EC:1.14.14.61]|
K22639	CYP92C5	CYP92C5|trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]|
K22640	CYP92C6	CYP92C6|trimethyltridecatetraene synthase [EC:1.14.14.58]|
K22641	TTYH	TTYH|protein tweety|
K22642	SLN	SLN|sarcolipin|
K22643	MRLN	MRLN|myoregulin|
K22644	HVCN1, HV1	HVCN1, HV1|voltage-gated hydrogen channel 1|
K22645	SLX5	SLX5|E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 [EC:2.3.2.27]|
K22646	SLX8	SLX8|E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 [EC:2.3.2.27]|
K22647	MINDY3_4	MINDY3_4|ubiquitin carboxyl-terminal hydrolase MINDY-3/4 [EC:3.4.19.12]|
K22648	BCL6B	BCL6B|B-cell CLL/lymphoma 6 member B protein|
K22649	BCL9, BCL9L	BCL9, BCL9L|B-cell CLL/lymphoma 9 protein|
K22650	bglJ	bglJ|luxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides|
K22651	RNF4	RNF4|E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]|
K22652	TMEM25	TMEM25|transmembrane protein 25|
K22653	NPTN	NPTN|neuroplastin|
K22654	IGDCC3, PUNK	IGDCC3, PUNK|immunoglobulin superfamily DCC subclass member 3|
K22655	IGSF9	IGSF9|immunoglobulin superfamily member 9|
K22656	IGSF9B	IGSF9B|immunoglobulin superfamily member 9B|
K22657	IGDCC4, NOPE	IGDCC4, NOPE|immunoglobulin superfamily DCC subclass member 4|
K22658	CDH26	CDH26|cadherin 26|
K22659	CLSTN1	CLSTN1|calsyntenin 1|
K22660	CLSTN2	CLSTN2|calsyntenin 2|
K22661	CLSTN3	CLSTN3|calsyntenin 3|
K22662	NLRP8, NALP8	NLRP8, NALP8|NACHT, LRR and PYD domains-containing protein 8|
K22663	NLRP9, NALP9	NLRP9, NALP9|NACHT, LRR and PYD domains-containing protein 9|
K22664	NLRP11, NALP11	NLRP11, NALP11|NACHT, LRR and PYD domains-containing protein 11|
K22665	NLRP13, NALP13	NLRP13, NALP13|NACHT, LRR and PYD domains-containing protein 13|
K22666	NLRP14, NALP14	NLRP14, NALP14|NACHT, LRR and PYD domains-containing protein 14|
K22667	IL20	IL20|interleukin 20|
K22668	IL24	IL24|interleukin 24|
K22669	IFNL2_3, IL28	IFNL2_3, IL28|interferon lambda 2/3|
K22670	BMP10	BMP10|bone morphogenetic protein 10|
K22671	CCL9	CCL9|C-C motif chemokine 9|
K22672	GDF3	GDF3|growth differentiation factor 3|
K22673	GDF9	GDF9|growth differentiation factor 9|
K22674	GDF10, BMP3B	GDF10, BMP3B|growth differentiation factor 10|
K22675	XCL2, SCM1B	XCL2, SCM1B|C motif chemokine 2|
K22676	bphB	bphB|cis-2,3-dihydrobiphenyl-2,3-diol/cis-2,3-dihydrodiol-DDE dehydrogenase [EC:1.3.1.-]|
K22677	bphD	bphD|2,6-dioxo-6-phenylhexa-3-enoate/TCOA hydrolase [EC:3.7.1.-]|
K22678	dhl1	dhl1|DDT-dehydrochlorinase [EC:4.5.1.1]|
K22679	GDF11	GDF11|growth differentiation factor 11|
K22680	CLEC2A	CLEC2A|c-type lectin domain family 2 member A|
K22681	CLEC2L	CLEC2L|c-type lectin domain family 2 member L|
K22682	CLEC18	CLEC18|c-type lectin domain family 18|
K22683	APF2	APF2|aspartyl protease family protein [EC:3.4.23.-]|
K22684	MCA1	MCA1|metacaspase-1 [EC:3.4.22.-]|
K22685	WSS1	WSS1|DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]|
K22686	NMA111	NMA111|pro-apoptotic serine protease NMA111 [EC:3.4.21.-]|
K22687	INHBB	INHBB|inhibin beta B chain|
K22688	INHBC	INHBC|inhibin beta C chain|
K22689	INHBE	INHBE|inhibin beta E chain|
K22690	roxA	roxA|exo-cleaving rubber dioxygenase [EC:1.13.11.85]|
K22691	DOX1	DOX1|drimenol monooxygenase [EC:1.14.14.72]|
K22692	bmp2	bmp2|1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase [EC:1.14.19.57]|
K22693	pyrH	pyrH|tryptophan 5-halogenase [EC:1.14.19.58]|
K22694	sttH	sttH|tryptophan 6-halogenase [EC:1.14.19.59]|
K22695	ktzR	ktzR|7-chloro-L-tryptophan 6-halogenase [EC:1.14.19.60]|
K22696	EEF2KMT	EEF2KMT|protein-lysine N-methyltransferase EEF2KMT [EC:2.1.1.-]|
K22697	SAMD8	SAMD8|sphingomyelin synthase-related protein 1|
K22698	SEY1	SEY1|protein SEY1 [EC:3.6.5.-]|
K22699	thi4	thi4|sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]|
K22700	ZCCHC2	ZCCHC2|Zinc finger CCHC domain-containing protein 2|
K22701	TNFRSF10C, TRAILR3, DCR1, CD263	TNFRSF10C, TRAILR3, DCR1, CD263|tumor necrosis factor receptor superfamily member 10C|
K22702	TNFRSF10D, TRAILR4, DCR2, CD264	TNFRSF10D, TRAILR4, DCR2, CD264|tumor necrosis factor receptor superfamily member 10D|
K22703	IGMT	IGMT|hydroxy-3-indolylmethylglucosinolate O-methyltransferase [EC:2.1.1.-]|
K22704	hpnR	hpnR|hopanoid C-3 methylase [EC:2.1.1.-]|
K22705	hpnP	hpnP|hopanoid C-2 methylase [EC:2.1.1.-]|
K22706	UGT85A19	UGT85A19|(R)-mandelonitrile beta-glucosyltransferase [EC:2.4.1.354]|
K22707	sdnJ	sdnJ|sordaricin 6-deoxyaltrosyltransferase [EC:2.4.1.353]|
K22708	tarS	tarS|poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase [EC:2.4.1.355]|
K22709	tarQ	tarQ|poly(ribitol-phosphate) beta-glucosyltransferase [EC:2.4.1.53]|
K22710	tarM	tarM|poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase [EC:2.4.1.70]|
K22711	pltR	pltR|LysR family transcriptional regulator, pyoluteorin biosynthesis regulator|
K22712	pltA	pltA|1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase [EC:1.14.19.56]|
K22713	pltG	pltG|thioesterase [EC:3.1.2.-]|
K22714	pltB_C	pltB_C|polyketide synthase|
K22715	dxnA1	dxnA1|dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]|
K22716	dxnA2	dxnA2|dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]|
K22717	dxnB	dxnB|2-hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]|
K22718	blr	blr|divisome-associated membrane protein|
K22719	envC	envC|murein hydrolase activator|
K22720	glgS	glgS|surface composition regulator|
K22721	CSG1, SUR1, CSH1	CSG1, SUR1, CSH1|inositol phosphorylceramide mannosyltransferase catalytic subunit [EC:2.4.1.370]|
K22722	CSG2	CSG2|inositol phosphorylceramide mannosyltransferase regulatory subunit|
K22723	AUR1	AUR1|inositol phosphorylceramide synthase catalytic subunit [EC:2.7.1.227]|
K22724	KEI1	KEI1|inositol phosphorylceramide synthase regulatory subunit|
K22725	IPT1	IPT1|mannosyl-inositol-phosphoceramide inositolphosphotransferase [EC:2.7.1.228]|
K22726	CYP5081B1, HELB2	CYP5081B1, HELB2|helvolic acid biosynthesis cytochrome P450 monooxygenase|
K22727	CYP5081C1, HELB4	CYP5081C1, HELB4|helvolic acid biosynthesis cytochrome P450 monooxygenase|
K22728	CYP5081D1, HELB3	CYP5081D1, HELB3|helvolic acid biosynthesis cytochrome P450 monooxygenase|
K22729	HELC	HELC|helvolic acid biosynthesis dehydrogenase/reductase|
K22730	HELD1	HELD1|helvolic acid biosynthesis C6-acyltransferase|
K22731	HELD2	HELD2|helvolic acid biosynthesis cytochrome C16-acyltransferase|
K22732	HELE	HELE|helvolic acid biosynthesis 3-ketosteroid Delta1-dehydrogenase|
K22733	NIPA, SLC57A2S	NIPA, SLC57A2S|magnesium transporter|
K22734	ANKH, SLC62A1	ANKH, SLC62A1|progressive ankylosis protein|
K22735	NKAIN	NKAIN|sodium/potassium-transporting ATPase subunit beta-1-interacting protein|
K22736	VIT	VIT|vacuolar iron transporter family protein|
K22737	mbfA	mbfA|erythrin-vacuolar iron transport family protein|
K22738	PDFR	PDFR|PDF receptor|
K22739	CHYA	CHYA|2-(2-aminopropanamido)benzoic acid synthetase|
K22740	PSOD	PSOD|pseurotin biosynthesis cytochrome P450 monooxygenase|
K22741	PSOC	PSOC|pseurotin biosynthesis methyltransferase [EC:2.1.1.-]|
K22742	PSOE	PSOE|pseurotin biosynthesis glutathione S-transferase|
K22743	PSOF	PSOF|pseurotin biosynthesis epoxidase/methyltransferase|
K22744	SIVA1	SIVA1|apoptosis regulatory protein Siva|
K22745	AIFM2	AIFM2|apoptosis-inducing factor 2|
K22746	CIAPIN1, DRE2	CIAPIN1, DRE2|anamorsin|
K22747	AIFM3	AIFM3|apoptosis-inducing factor 3|
K22748	ATXR3, SDG2	ATXR3, SDG2|[histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]|
K22749	GLYATL2	GLYATL2|glycine N-acyltransferase [EC:2.3.1.13]|
K22750	GLYATL3	GLYATL3|glycine N-acyltransferase-like protein 3 [EC:2.3.1.-]|
K22751	CBFA2T2	CBFA2T2|CBFA2/RUNX1 translocation partner 2|
K22752	CBFA2T3	CBFA2T3|CBFA2/RUNX1 translocation partner 3|
K22753	RNF6	RNF6|E3 ubiquitin-protein ligase RNF6 [EC:2.3.2.27]|
K22754	RNF213	RNF213|E3 ubiquitin-protein ligase RNF213 [EC:2.3.2.27]|
K22755	UFL1	UFL1|E3 UFM1-protein ligase 1 [EC:2.3.2.-]|
K22756	NSMCE2, NSE2	NSMCE2, NSE2|E3 SUMO-protein ligase NSE2 [EC:2.3.2.-]|
K22757	QCT, qpcT	QCT, qpcT|glutaminyl-peptide cyclotransferase [EC:2.3.2.5]|
K22758	CHCHD2	CHCHD2|coiled-coil-helix-coiled-coil-helix domain-containing protein 2|
K22759	CHCHD10	CHCHD10|coiled-coil-helix-coiled-coil-helix domain-containing protein 10|
K22760	CXXC5	CXXC5|CXXC-type zinc finger protein 5|
K22761	PRIMPOL	PRIMPOL|DNA-directed primase/polymerase protein [EC:2.7.7.102 2.7.7.7]|
K22762	DESI1, PPPDE2	DESI1, PPPDE2|desumoylating isopeptidase 1 [EC:3.4.-.-]|
K22763	DESI2, PPPDE1	DESI2, PPPDE1|deubiquitinase DESI2 [EC:3.4.19.12]|
K22764	TMEM107	TMEM107|transmembrane protein 107|
K22765	TMEM237	TMEM237|transmembrane protein 237|
K22766	FIGNL1	FIGNL1|fidgetin-like protein 1 [EC:3.6.4.-]|
K22767	MCC1	MCC1|histone acetyltransferase MCC1 [EC:2.3.1.48]|
K22768	MBD9	MBD9|methyl-CpG-binding domain-containing protein 9 [EC:2.3.1.48]|
K22769	desA3	desA3|NADPH-dependent stearoyl-CoA 9-desaturase [EC:1.14.19.-]|
K22770	K22770	K22770|stearoyl-CoA 9-desaturase NADPH oxidoreductase|
K22771	UGT73C6	UGT73C6|flavonol-3-O-L-rhamnoside-7-O-glucosyltransferase [EC:2.4.1.-]|
K22772	FG2	FG2|flavonol-3-O-glucoside L-rhamnosyltransferase [EC:2.4.1.159]|
K22773	gB, UL55	gB, UL55|Betaherpesvirinae envelope glycoprotein B|
K22774	UL123	UL123|HCMV immediate-early protein 1|
K22775	UL122	UL122|Cytomegalovirus viral transcription factor IE2|
K22776	UL38	UL38|Cytomegalovirus apoptosis inhibitor UL38|
K22777	gH, UL75	gH, UL75|Cytomegalovirus envelope glycoprotein H|
K22778	gL, UL115	gL, UL115|Cytomegalovirus envelope glycoprotein L|
K22779	UL82	UL82|Cytomegalovirus tegument protein pp71|
K22780	UL26	UL26|Cytomegalovirus tegument protein UL26|
K22781	US28	US28|HCMV envelope protein US28|
K22782	UL33	UL33|Cytomegalovirus G-protein coupled receptor UL33|
K22783	US27	US27|HCMV envelope glycoprotein US27|
K22784	UL22A	UL22A|HCMV glycoprotein UL22A|
K22785	US6	US6|HCMV membrane glycoprotein US6|
K22786	US11	US11|HCMV membrane glycoprotein US11|
K22787	US3	US3|HCMV membrane glycoprotein US3|
K22788	UL36	UL36|Cytomegalovirus viral inhibitor of caspase-8-induced apoptosis|
K22789	UL37	UL37|UL37 HCMV immediate early glycoprotein|
K22790	Octbeta	Octbeta|octopamine receptor beta|
K22791	TyrR	TyrR|tyramine receptor|
K22792	TrissinR	TrissinR|trissin receptor|
K22793	MRGPRH	MRGPRH|Mas-related G protein-coupled receptor member H|
K22794	FG3	FG3|flavonol-3-O-glucoside/galactoside glucosyltransferase [EC:2.4.1.239 2.4.1.-]|
K22795	papA2	papA2|2-O-sulfo trehalose long-chain-acyltransferase [EC:2.3.1.288]|
K22796	chp2	chp2|diacyltrehalose acyltransferase [EC:2.3.1.-]|
K22797	octT	octT|diglucosylglycerate octanoyltransferase [EC:2.3.1.273]|
K22798	auaE	auaE|anthranilate-CoA-ACP transferase [EC:6.2.1.-]|
K22799	auaA	auaA|2-methyl-4-hydroxyquinoline prenyltransferase [EC:2.5.1.-]|
K22800	auaF	auaF|aurachin D monooxygenase [EC:1.14.13.-]|
K22801	auaJ	auaJ|aurachin B monooxygenase [EC:1.14.13.-]|
K22802	auaI	auaI|aurichin B epoxide hydrolase|
K22803	SMC5	SMC5|structural maintenance of chromosomes protein 5|
K22804	SMC6	SMC6|structural maintenance of chromosomes protein 6|
K22805	FAM84A, NSE1	FAM84A, NSE1|protein FAM84A|
K22806	SPIDR	SPIDR|DNA repair-scaffolding protein|
K22807	WRNexo	WRNexo|werner syndrome-like exonuclease [EC:3.1.11.-]|
K22808	KANK	KANK|KN motif and ankyrin repeat domain-containing protein|
K22809	IPUT1	IPUT1|inositol phosphorylceramide glucuronosyltransferase 1 [EC:2.4.1.-]|
K22810	FAM84B	FAM84B|protein FAM84B|
K22811	CYP705A5	CYP705A5|thalian-diol desaturase|
K22812	CYP708A2	CYP708A2|thalianol hydroxylase|
K22813	E4.1.1.110	E4.1.1.110|bisphosphomevalonate decarboxylase [EC:4.1.1.110]|
K22814	Octalpha	Octalpha|octopamine receptor alpha|
K22815	Oct-TyrR	Oct-TyrR|octopamine/tyramine receptor|
K22816	CNPY3_4	CNPY3_4|protein canopy 3/4|
K22817	NSMCE1, NSE1	NSMCE1, NSE1|non-structural maintenance of chromosomes element 1 [EC:2.3.2.27]|
K22818	fadE26	fadE26|3-oxocholest-4-en-26-oyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-]|
K22819	fadE27	fadE27|3-oxocholest-4-en-26-oyl-CoA dehydrogenase beta subunit [EC:1.3.99.-]|
K22820	fadE34	fadE34|3-oxochol-4-en-24-oyl-CoA dehydrogenase [EC:1.3.99.-]|
K22821	fadE28	fadE28|3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-]|
K22822	fadE29	fadE29|3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase beta subunit [EC:1.3.99.-]|
K22823	NSMCE3, NSE3	NSMCE3, NSE3|non-structural maintenance of chromosomes element 3|
K22824	WTAP	WTAP|pre-mRNA-splicing regulator WTAP|
K22825	NSMCE4, NSE4	NSMCE4, NSE4|non-structural maintenance of chromosomes element 4|
K22826	EID3, NSMCE4B	EID3, NSMCE4B|EP300-interacting inhibitor of differentiation 3|
K22827	MICU1	MICU1|calcium uptake protein 1, mitochondrial|
K22828	MICU2	MICU2|calcium uptake protein 2, mitochondrial|
K22829	MCUB	MCUB|calcium uniporter regulatory subunit MCUb, mitochondrial|
K22830	SMDT1, EMRE	SMDT1, EMRE|essential MCU regulator, mitochondrial|
K22831	LOA1	LOA1|1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]|
K22832	GAS1	GAS1|1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]|
K22833	GAS2	GAS2|1,3-beta-glucanosyltransferase GAS2 [EC:2.4.1.-]|
K22834	GAS3	GAS3|1,3-beta-glucanosyltransferase GAS3 [EC:2.4.1.-]|
K22835	GAS4	GAS4|1,3-beta-glucanosyltransferase GAS4 [EC:2.4.1.-]|
K22836	GAS5	GAS5|1,3-beta-glucanosyltransferase GAS5 [EC:2.4.1.-]|
K22837	ubaA	ubaA|SAMP-activating enzyme [EC:2.7.7.100]|
K22838	phlA	phlA|2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]|
K22839	phlC	phlC|2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]|
K22840	phlB	phlB|2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]|
K22841	famD2	famD2|3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase [EC:2.5.1.146]|
K22842	MRP	MRP|L-glutamate-5-semialdehyde N-acetyltransferase [EC:2.3.1.271]|
K22843	ETFBKMT, METTL20	ETFBKMT, METTL20|ETFB lysine methyltransferase [EC:2.1.1.-]|
K22844	aglG	aglG|glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356]|
K22845	PGT1	PGT1|phlorizin synthase [EC:2.4.1.357]|
K22846	CS26	CS26|S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]|
K22847	cysK2	cysK2|S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1]|
K22848	DGAT2	DGAT2|diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]|
K22849	DGAT3	DGAT3|diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]|
K22850	cfaA	cfaA|CFA/I fimbrial subunit A|
K22851	cfaB	cfaB|CFA/I fimbrial subunit B|
K22852	cfaC	cfaC|CFA/I fimbrial subunit C|
K22853	cfaE	cfaE|CFA/I fimbrial subunit E|
K22854	cfaD	cfaD|CFA/I fimbrial subunit D|
K22855	EEF1AKMT1, EFM5	EEF1AKMT1, EFM5|EEF1A lysine methyltransferase 1 [EC:2.1.1.-]|
K22856	EEF1AKMT2, EFM4, METTL10	EEF1AKMT2, EFM4, METTL10|EEF1A lysine methyltransferase 2 [EC:2.1.1.-]|
K22857	EEF1AKMT4	EEF1AKMT4|EEF1A lysine methyltransferase 4 [EC:2.1.1.-]|
K22858	JBTS26	JBTS26|protein JBTS26|
K22859	JBTS17, CPLANE1	JBTS17, CPLANE1|protein JBTS17|
K22860	RSG1, CPLANE2	RSG1, CPLANE2|REM2 and Rab-like small GTPase 1|
K22861	FUZ, CPLANE3	FUZ, CPLANE3|protein fuzzy|
K22862	INTU, CPLANE4, PDZD6	INTU, CPLANE4, PDZD6|protein inturned|
K22863	WDPCP, CPLANE5	WDPCP, CPLANE5|WD repeat-containing and planar cell polarity effector protein|
K22864	ARMC9	ARMC9|LisH domain-containing protein ARMC9|
K22865	TALPID3, JBTS23	TALPID3, JBTS23|protein TALPID3|
K22866	TCTEX1D2	TCTEX1D2|tctex1 domain-containing protein 2|
K22867	TMEM138	TMEM138|transmembrane protein 138|
K22868	WDR34	WDR34|WD repeat-containing protein 34|
K22869	WDR60	WDR60|WD repeat-containing protein 60|
K22870	ZNF423	ZNF423|zinc finger protein 423|
K22871	tzs	tzs|adenylate dimethylallyltransferase [EC:2.5.1.27]|
K22872	ASTC-R	ASTC-R|allatostatin C receptor|
K22873	TRE1	TRE1|protein trapped in endoderm-1|
K22874	pvcB	pvcB|L-tyrosine isonitrile desaturase/decarboxylase [EC:1.14.20.9 1.14.20.10]|
K22875	rtxC	rtxC|dihydrorhizobitoxine desaturase [EC:1.14.19.61]|
K22876	ambI3	ambI3|3-[(Z)-2-isocyanoethenyl]-1H-indole synthase [EC:1.14.20.11]|
K22877	isnB	isnB|3-[(E)-2-isocyanoethenyl]-1H-indole synthase [EC:1.14.20.12]|
K22878	DAF9	DAF9|cytochrome P450 daf-9 [EC:1.14.15.15]|
K22879	hpyO	hpyO|FAD-dependent urate hydroxylase [EC:1.14.13.113]|
K22880	CYP3201B1	CYP3201B1|phenylacetonitrile alpha-monooxygenase [EC:1.14.14.77]|
K22881	phaE	phaE|polyhydroxyalkanoate synthase subunit PhaE|
K22882	K22882	K22882|thymidylate synthase [EC:2.1.1.-]|
K22883	NATA1	NATA1|L-ornithine N5-acetyltransferase [EC:2.3.1.-]|
K22884	SIDL	SIDL|N5-hydroxyornithine acetyltransferase [EC:2.3.1.-]|
K22885	K22885	K22885|dTDP-4-amino-4,6-dideoxyglucose formyltransferase [EC:2.3.1.-]|
K22886	K22886	K22886|protein lysine acetyltransferase [EC:2.3.1.-]|
K22887	CYP52M1	CYP52M1|long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]|
K22888	HISAT	HISAT|histidine N-acetyltransferase [EC:2.3.1.33]|
K22889	AYT1, TRI101	AYT1, TRI101|trichothecene 3-O-acetyltransferase [EC:2.3.1.-]|
K22890	vpu	vpu|HIV-1 protein Vpu|
K22891	nef	nef|HIV-1 protein Nef|
K22892	vif	vif|HIV-1 virion infectivity factor|
K22893	pknH	pknH|serine/threonine kinase PknH [EC:2.7.11.1]|
K22894	embR	embR|SARP family transcriptional regulator, regulator of embCAB operon|
K22895	cruH	cruH|renierapurpurin 18,18'-hydroxylase|
K22896	vnfD	vnfD|vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]|
K22897	vnfK	vnfK|vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]|
K22898	vnfG	vnfG|vanadium nitrogenase delta subunit [EC:1.18.6.2]|
K22899	vnfH	vnfH|vanadium nitrogenase iron protein|
K22900	TRMO, trmO	TRMO, trmO|tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]|
K22901	trm4	trm4|tRNA (cytosine40_48-C5)-methyltransferase [EC:2.1.1.-]|
K22902	K22902	K22902|D-galactosaminyltransferase|
K22903	vnfE	vnfE|nitrogenase vanadium-cofactor synthesis protein VnfE|
K22904	PLPP6	PLPP6|presqualene diphosphate phosphatase [EC:3.1.3.-]|
K22905	stf3	stf3|omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]|
K22906	phy	phy|phloretin hydrolase [EC:3.7.1.4]|
K22907	ppgS	ppgS|polyprenyl-phospho-N-acetylgalactosaminyl synthase|
K22908	mggS	mggS|mannosylglucosylglycerate synthase [EC:2.4.1.-]|
K22909	ZC3H13	ZC3H13|zinc finger CCCH domain-containing protein 13|
K22910	VIRMA	VIRMA|protein virilizer|
K22911	TH2	TH2|thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-]|
K22912	PYRP2	PYRP2|5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]|
K22913	FIG4	FIG4|phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]|
K22914	tviA	tviA|Vi polysaccharide biosynthesis protein TviA|
K22915	tviD	tviD|Vi polysaccharide biosynthesis protein TviD|
K22916	tviE, vipC	tviE, vipC|Vi polysaccharide biosynthesis protein TviE|
K22917	vexE	vexE|Vi polysaccharide export protein VexE|
K22918	ttsA	ttsA|typhoid toxin secretion A|
K22919	DopEcR	DopEcR|dopamine/ecdysteroid receptor|
K22920	UGP3	UGP3|UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]|
K22921	vexB	vexB|Vi polysaccharide transport system permease protein|
K22922	vexD	vexD|Vi polysaccharide transport system permease protein|
K22923	vexC	vexC|Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]|
K22924	vexA, tviF	vexA, tviF|Vi polysaccharide export protein VexA|
K22925	tviC, vipB	tviC, vipB|UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]|
K22926	tviB, vipA	tviB, vipA|UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]|
K22927	gdpP	gdpP|cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]|
K22928	DNPH1	DNPH1|2'-deoxynucleoside 5'-phosphate N-hydrolase [EC:3.2.2.-]|
K22929	E4.2.3.192	E4.2.3.192|labda-7,13(16),14-triene synthase [EC:4.2.3.192]|
K22930	cldD	cldD|(12E)-labda-8(17),12,14-triene synthase [EC:4.2.3.193]|
K22931	E5.5.1.29	E5.5.1.29|(+)-kolavenyl diphosphate synthase [EC:5.5.1.29]|
K22932	CYP81E9	CYP81E9|isoflavone 3'-hydroxylase [EC:1.14.14.88]|
K22933	lplD	lplD|galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]|
K22934	E3.2.1.28	E3.2.1.28|alpha,alpha-trehalase [EC:3.2.1.28]|
K22935	XK1, psk	XK1, psk|D-ribulokinase [EC:2.7.1.47]|
K22936	CNPY1_2	CNPY1_2|protein canopy 1/2|
K22937	LYST	LYST|lysosomal-trafficking regulator|
K22938	SDCCAG3, ENTR1	SDCCAG3, ENTR1|serologically defined colon cancer antigen 3|
